x,y,phi1,Phi,phi2,phase,ci,iq,grain_id
0,0,358.45641968186845,0.012652426688530852,356.89729711979885,2,0.5864323467613431,115.4481396331013,0
1,0,2.4017482433358457,178.6301770032765,4.1612611716798025,2,0.9858013613416219,131.35885485876392,0
2,0,3.4076998434939663,179.3271449513939,7.023387914839633,2,0.7555598128162796,132.0586032469272,0
3,0,6.649667160477181,178.83836506492594,7.844838331501375,2,0.6898524294184655,122.8985823031513,0
4,0,1.5013718252919164,4.337725142654834,6.64899611725582,2,0.7072425721961842,103.8614091699097,0
5,0,8.116098465759844,176.54467887283712,6.8756469630084265,2,0.6131515145572206,128.32780015179165,0
6,0,13.328170419584787,3.8373747324571106,7.2210764588269845,2,0.7548008959922241,129.99560098795175,0
7,0,12.117928823958735,179.50455624624374,8.686622525188367,2,0.8603413683826102,135.17290575286938,0
8,0,15.231936565485942,2.48555943876014,7.72516020336925,2,0.5391649728996951,152.02237389922817,0
9,0,18.16095374586223,179.15447677983224,6.392851513765665,2,0.6727865057707191,154.87641023639367,0
10,0,19.988921071963567,4.583477779719231,11.276143977913577,2,0.8646554816584019,122.11994646766524,0
11,0,20.841720033044833,179.2908715239292,11.523337038569721,2,0.583484122049424,96.63309082485299,0
12,0,25.32352337615591,2.663646593944912,13.921551921454036,2,0.7360084340097064,103.37100959666064,1
13,0,29.67135299545253,2.2859018927105654,11.066008371021692,2,0.7392248603896064,115.0956097073438,1
14,0,23.76521485421293,3.416540507211468,19.24434297880568,2,0.7695732932595335,150.2875284923917,1
15,0,28.74718284145369,0.7467169134186381,20.854298000971497,2,0.6959792835648743,128.00734471195128,1
16,0,29.366742147823963,1.4936311594805596,21.37170091017838,2,0.6129338513531272,105.87307737993359,1
17,0,34.03726827618322,2.971368377909763,17.393811600429192,2,0.6283736258102276,119.26119109445081,1
18,0,39.636337945389016,177.05976275406073,19.47671848498535,2,0.8849828754541997,120.5244558683078,1
19,0,37.31351193651712,1.8219228324346057,17.41413363313973,2,0.97319934649178,130.55798094313616,1
20,0,38.97920011437078,0.24794858139487935,21.9135425144783,2,0.6890123131969819,96.03349014166061,1
21,0,41.33583135168687,176.59505712203853,27.294847009933555,2,0.5861776271649005,105.50294801029723,1
22,0,41.63357074930769,1.4577771098069048,23.61554728398464,2,0.8929327866921839,110.87194969301244,1
23,0,46.455113950792075,179.87133965813513,24.28198462517564,2,0.8542939660205529,144.64026708018923,1
24,0,51.94582304281147,177.2306089994223,27.44641025129345,2,0.5849935413799492,96.91850130880775,2
25,0,44.58005249688097,178.10601128502114,29.291577278303592,2,0.8872000566148843,154.73243618176653,2
26,0,49.27333192769304,178.75004249040927,29.301435367721318,2,0.7375656489229878,124.33665381158566,2
27,0,48.73246866588271,179.61648561184458,31.44335381002653,2,0.7515274840347842,117.56619654885891,2
28,0,53.81491440134887,179.80807063836167,35.59424394231532,2,0.7800023989065787,141.01635152283438,2
29,0,62.973107054983565,177.8148808133529,33.89635091879304,2,0.7747074898373603,146.3894781036232,2
30,0,59.24802424893495,179.5417158036895,30.986216112934926,2,0.7398839840933252,114.00591836809252,2
31,0,61.474870947587874,0.6206619564538606,32.886092659431725,2,0.6054316652478209,111.25417910933491,2
32,0,62.266752759247446,0.793114808683184,38.84593191182451,2,0.6751650674697995,70.37723219862129,2
33,0,67.6525628541515,179.80728776110274,33.36794489181507,2,0.6856046126713525,156.4267036253429,2
34,0,63.40913059875903,177.59693496451038,37.0961400950895,2,0.3412313014342319,109.9576010927034,2
35,0,72.79775479175437,1.0001020965405725,39.494451428233674,2,0.6744359703205997,115.91694120475864,2
36,0,80.1005085636755,0.384283134684011,43.51883103068226,2,0.564333864749613,124.1010191550408,3
37,0,74.96492008291999,0.22583151866450019,34.06697052505288,2,0.664519971647032,148.32485166444474,3
38,0,77.53847595578175,178.35569550972758,44.30507686192039,2,0.48993560932241537,130.85867295754753,3
39,0,78.91536111276727,178.68901849537625,39.71403510380174,2,0.5153409294431891,114.70509097694524,3
40,0,85.07037228762417,1.641406700340272,45.10211647231876,2,0.8258321535955149,107.29291076167173,3
41,0,83.45252185893227,174.07958537010472,43.48969058657897,2,0.6565116161588079,117.63771381876198,3
42,0,83.3289042100468,1.070287547851881,44.16869963450242,2,0.8241964488285111,113.87573020477384,3
43,0,88.44308989851791,0.11343825527647114,49.667099007477034,2,0.7679671306028677,106.67832899653348,3
44,0,88.36450666576441,177.26100365332647,48.34662661778504,2,0.7573236917500368,113.10640593131394,3
45,0,89.29758190793419,1.8235922676153733,52.90596729106889,2,0.8818936827215851,107.1997166091486,3
46,0,90.51426391877686,1.443737109804594,53.063481798069944,2,0.49321327027259654,158.14076892275432,3
47,0,97.26393100379012,177.37894736328155,54.97364165578448,2,0.6626745558060894,116.39065460042895,3
48,0,92.88442959427097,178.25472156629664,51.48642807685117,2,0.7246118421867889,96.82545233059216,4
49,0,97.6493055843702,178.48607904973795,52.17380939709996,2,0.608142409930871,106.54566653063068,4
50,0,104.66026408057814,176.67445833667588,50.91505885050294,2,0.7059621056920097,109.0611097565182,4
51,0,98.70173239316235,0.7128698072430095,52.439143000203934,2,0.71329183495482,137.9667293506701,4
52,0,105.53811446714819,179.31889004172805,57.053680654429506,2,0.734308372012069,130.96618117617612,4
53,0,102.97987115444164,2.4272291019834653,60.39647801400899,2,0.9371327603220208,135.7546220788002,4
54,0,110.92166260970158,173.99573923103932,57.914524237047054,2,0.9370019756437493,126.62636011119886,4
55,0,108.47725918653013,1.2838290217345374,60.60658938353871,2,0.7617519004862208,104.54063225201395,4
56,0,113.42582849930947,2.9324699654966326,62.16773331812091,2,0.7670231252827193,104.9801736225575,4
57,0,115.29755361570028,179.07894721931714,58.466435049941516,2,0.6633502262385905,114.20873889966876,4
